Project/Group name,Provider,Established year,Years active,Last activity,# of contributors,Primary coding language,Language breakdown,Total LoC (est.),# of Repos,# of MRs/PRs,# of Merged,Avg LoC per MR,% Simple fixes,% Standard feature work,% Rich tasks,Other %,Automated %,# of Commits,CI/CD configured,CI systems,CI config files,CI jobs (approx),# of Pipelines/Runs,Pipeline success rate %,Avg pipeline duration (min),Unit test coverage %,Source files,Test files,Genuine test files,Suspicious test files,% Genuine tests,Test cases (approx),Assertions,AI/LLM detected,Primary LLM,LLM usage %,LLM usage basis,LLM breakdown,AI commits,Commits scanned (LLM),AI MRs/PRs,AI tool configs,License,License risk,Syntax valid % (py),Avg line length,Long lines %,Comment ratio %,Docstring % (py),Avg function length,Duplicate files %,Secrets found,PII emails,Eval contamination files,Quality score,Training suitability,Code availability,Is fork,Fork parent,Archived,Stars,First commit,Last commit,Active days,Active months,Commits per month,Longest gap (days),Busiest day % of commits,Single drop,Commit authors,Top author % of commits,Author email domains,Free-email commits %,Median commit msg length,Weak commit msgs %,Conventional commits %,Commits with issue ref %,MRs reviewed %,Avg review comments,Median days to merge,Review basis,Direct dependencies,Dependency manifest,Lockfile,Dockerfile,Build files,Pinned deps %,README words,README code blocks,Doc files,CONTRIBUTING,Type hint % (py),Minified files %,Non-ASCII comments %,Conflicting license files
idp-enterprise,local,2026,0,2026-08-10,1,Python,Python 100%,2170,1,,,,,,,,,1,No,,0,,,,,,34,2,2,0,100.0,4,7,No,,0.0,0/1 commits,,0,1,,,NONE,no-license (all rights reserved),100.0,32.0,0.6,11.2,100.0,11.1,0.0,0,0,0,100.0,C,Local/offline repo,,,,,2026-08-10,2026-08-10,1,1,1.0,0.0,100.0,Yes,1,100.0,1,0.0,65.0,0.0,0.0,0.0,,,,,25,requirements.txt,No,Yes,docker-compose.yml; dockerfile,0.0,2254,46,0,No,85.1,0.0,0.0,0
